ID	Description	Length	GC
CP019024.1	Escherichia  coli  strain  Ecol_881  plasmid  pEC881_5  complete  sequence	4063	51.4890475018
CP019023.1	Escherichia  coli  strain  Ecol_881  plasmid  pEC881_6  complete  sequence	3256	47.2665847666
CP019022.1	Escherichia  coli  strain  Ecol_881  plasmid  pEC881_7  complete  sequence	3087	48.5584710075
CP019021.1	Escherichia  coli  strain  Ecol_881  plasmid  pEC881_8  complete  sequence	1459	50.9252912954
CP019026.1	Escherichia  coli  strain  Ecol_881  plasmid  pEC881_KPC  complete  sequence	59373	52.1129132771
CP009593.1	Bacillus  cereus  strain  3a  plasmid  pBFC_1  complete  sequence	7300	35.7123287671
CP009594.1	Bacillus  cereus  strain  3a  plasmid  pBFC_2  complete  sequence	51531	36.5779821855
CP009595.1	Bacillus  cereus  strain  3a  plasmid  pBFC_3  complete  sequence	312478	32.7005421182
CP007671.1	Staphylococcus  aureus  strain  M121  plasmid  pM121  complete  sequence	20409	28.0905482875
CP018238.1	Escherichia  coli  strain  155  plasmid  pO157  complete  sequence	91420	47.731349814
CP017750.1	Cupriavidus  sp.  USMAA2-4  plasmid  unnamed1  complete  sequence	544877	63.035877822
CP014682.1	Kozakia  baliensis  strain  NBRC  16680  plasmid  pKB16680_1  complete  sequence	135727	60.1427866231
CP014683.1	Kozakia  baliensis  strain  NBRC  16680  plasmid  pKB16680_2  complete  sequence	88099	59.4240570268
CP014684.1	Kozakia  baliensis  strain  NBRC  16680  plasmid  pKB16680_3  complete  sequence	36022	57.1900505247
AE016855.1	Pseudomonas  syringae  pv.  tomato  str.  DC3000  plasmid  pDC3000A  complete  sequence	73661	55.1458709493
AE016854.1	Pseudomonas  syringae  pv.  tomato  str.  DC3000  plasmid  pDC3000B  complete  sequence	67473	56.1661701718
CP003886.1	Legionella  pneumophila  subsp.  pneumophila  LPE509  plasmid  complete  sequence	73490	40.3401823377
CP006864.1	Bacillus  toyonensis  BCT-7112  plasmid  pBCT77  complete  sequence	76974	32.9318990828
CP006865.1	Bacillus  toyonensis  BCT-7112  plasmid  pBCT8  complete  sequence	7971	31.4013298206
AF540971.1	Bifidobacterium  longum  NCC2705  plasmid  pBLO1  complete  sequence	3626	64.8097076669
CP010819.1	Carnobacterium  sp.  CP1  plasmid  pCP1  complete  sequence	8883	31.6334571654
CP016623.1	Geobacillus  thermoglucosidasius  strain  NCIMB  11955  plasmid  pNCI001  complete  sequence	83925	43.6222817992
CP016624.1	Geobacillus  thermoglucosidasius  strain  NCIMB  11955  plasmid  pNCI002  complete  sequence	47893	39.0140521579
CP007162.1	Virgibacillus  sp.  SK37  plasmid  pSK37042  complete  sequence	12068	38.1670533643
CP007163.1	Virgibacillus  sp.  SK37  plasmid  pSK37064  complete  sequence	4094	34.1963849536
CP007164.1	Virgibacillus  sp.  SK37  plasmid  pSK37387  complete  sequence	4494	30.8856252781
CP001125.1	Salmonella  enterica  subsp.  enterica  serovar  Schwarzengrund  str.  CVM19633  plasmid  pCVM19633_110  complete  sequence	110227	53.9840510946
CP001126.1	Salmonella  enterica  subsp.  enterica  serovar  Schwarzengrund  str.  CVM19633  plasmid  pCVM19633_4  complete  sequence	4585	47.4809160305
CP014496.1	Escherichia  coli  strain  SaT040  plasmid  pSaT040  complete  sequence	114223	51.0203724294
CP014253.1	Listeria  monocytogenes  strain  CFSAN023459  plasmid  CFSAN023459_01  complete  sequence	12949	36.3580199243
CP014254.1	Listeria  monocytogenes  strain  CFSAN023459  plasmid  CFSAN023459_02  complete  sequence	52687	35.0503919373
CP013728.1	Bacillus  amyloliquefaciens  strain  MBE1283  plasmid  Unnamed  1  complete  sequence	13003	42.5594093671
CP009433.1	Burkholderia  glumae  LMG  2196  =  ATCC  33617  plasmid  pBIN_1  complete  sequence	196020	63.789409244
CP009432.1	Burkholderia  glumae  LMG  2196  =  ATCC  33617  plasmid  pBIN_2  complete  sequence	144522	61.1768450478
CP002055.1	Chlamydia  trachomatis  D-LC  plasmid  pCTDLC1  complete  sequence	7493	36.3272387562
CP000689.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY01  complete  sequence	203589	62.3334266586
CP000690.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY02  complete  sequence	187422	61.9196252308
CP000691.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY03  complete  sequence	88953	62.1283149528
CP000692.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY04  complete  sequence	37415	59.6204730723
CP000693.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY05  complete  sequence	37155	60.8531826134
CP000694.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY06  complete  sequence	8781	60.9953308279
CP000695.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY07  complete  sequence	5629	57.5057736721
CP000696.1	Acidiphilium  cryptum  JF-5  plasmid  pACRY08  complete  sequence	4909	58.6881238541
CP007677.1	Staphylococcus  aureus  strain  HUV05  plasmid  pHUV05-01  complete  sequence	20185	28.5459499628
CP007678.1	Staphylococcus  aureus  strain  HUV05  plasmid  pHUV05-02  complete  sequence	20291	28.5052486324
CP007679.1	Staphylococcus  aureus  strain  HUV05  plasmid  pHUV05-03  complete  sequence	33093	30.6258121053
CP002445.1	Thermovibrio  ammonificans  HB-1  plasmid  pTHEAM01  complete  sequence	76561	52.457517535
CP011480.1	Hoeflea  sp.  IMCC20628  plasmid  complete  sequence	154071	57.2541230991
CP011481.1	Hoeflea  sp.  IMCC20628  plasmid  complete  sequence	123420	56.3879436072
CP012834.1	Salmonella  enterica  subsp.  enterica  serovar  Cerro  str.  CFSAN001588  plasmid  pCFSAN001588_001  complete  sequence	53952	44.7638641756
CP012835.1	Salmonella  enterica  subsp.  enterica  serovar  Cerro  str.  CFSAN001588  plasmid  pCFSAN001588_002  complete  sequence	62884	48.7659818078
CP000782.1	Xanthobacter  autotrophicus  Py2  plasmid  pXAUT01  complete  sequence	316164	65.3372933035
CP009475.1	Bacillus  anthracis  strain  Pasteur  plasmid  pXO2  complete  sequence	94721	33.0475818456
CP007157.1	Corynebacterium  falsenii  DSM  44353  strain  BL  8171  plasmid  phiCFAL8171I  complete  sequence	42009	61.7439120189
AP012036.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV1  DNA  complete  sequence	271573	62.939982988
AP012037.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV2  DNA  complete  sequence	65564	61.9211762553
AP012038.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV3  DNA  complete  sequence	54248	61.2077864622
AP012039.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV4  DNA  complete  sequence	40588	60.0473046221
AP012040.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV5  DNA  complete  sequence	14328	58.9475153546
AP012041.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV6  DNA  complete  sequence	12125	59.5793814433
AP012042.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV7  DNA  complete  sequence	5178	57.5898030127
AP012043.1	Acidiphilium  multivorum  AIU301  plasmid  pACMV8  DNA  complete  sequence	1729	60.9022556391
CP015200.1	Chryseobacterium  sp.  IHB  B  10212  strain  IHBB  10212  plasmid  pMP01  complete  sequence	16553	40.542499849
CP015201.1	Chryseobacterium  sp.  IHB  B  10212  strain  IHBB  10212  plasmid  pMP02  complete  sequence	11450	40.3755458515
CP002509.1	Bacillus  thuringiensis  serovar  finitimus  YBT-020  plasmid  pBMB26  complete  sequence	187880	33.1142218437
CP002510.1	Bacillus  thuringiensis  serovar  finitimus  YBT-020  plasmid  pBMB28  complete  sequence	139013	33.8838813636
AP014570.1	Comamonadaceae  bacterium  B1  plasmid  pSMB1  DNA  complete  genome	16368	63.0681818182
CP020854.1	Klebsiella  pneumoniae  strain  KPN528  plasmid  pKPN528-1  complete  sequence	292471	46.3454496343
CP020855.1	Klebsiella  pneumoniae  strain  KPN528  plasmid  pKPN528-2  complete  sequence	221428	52.5349097675
CP020856.1	Klebsiella  pneumoniae  strain  KPN528  plasmid  pKPN528-3  complete  sequence	76158	53.360119751
CP012748.1	Burkholderia  caribensis  MBA4  plasmid  complete  sequence	2555069	62.4108390028
CP011044.1	Clavibacter  michiganensis  subsp.  insidiosus  strain  R1-1  plasmid  pCI1  complete  sequence	47690	67.7836024324
CP011045.1	Clavibacter  michiganensis  subsp.  insidiosus  strain  R1-1  plasmid  pCI2  complete  sequence	49401	67.5796036517
CP011046.1	Clavibacter  michiganensis  subsp.  insidiosus  strain  R1-1  plasmid  pCI3  complete  sequence	103451	66.1578911755
AM942760.1	Proteus  mirabilis  pHI4320  plasmid  complete  genome	36289	36.2065639726
CP018060.1	Moraxella  catarrhalis  strain  CCRI-195ME  plasmid  complete  sequence	39779	39.5158249328
CP014493.1	Escherichia  coli  strain  MVAST0167  plasmid  pMVAST0167_1  complete  sequence	128305	51.2731382253
CP014494.1	Escherichia  coli  strain  MVAST0167  plasmid  pMVAST0167_2  complete  sequence	78992	50.1557119708
CP011569.1	Enterobacter  cloacae  strain  CAV1311  plasmid  pCAV1311-3223  complete  sequence	3223	56.2829661806
CP011570.1	Enterobacter  cloacae  strain  CAV1311  plasmid  pCAV1311-34  complete  sequence	33610	44.28146385
CP011571.1	Enterobacter  cloacae  strain  CAV1311  plasmid  pKPC_CAV1311  complete  sequence	90452	56.9860257374
CP006839.1	Staphylococcus  aureus  subsp.  aureus  Z172  plasmid  pZ172_1  complete  sequence	27326	32.9722608505
CP006840.1	Staphylococcus  aureus  subsp.  aureus  Z172  plasmid  pZ172_2  complete  sequence	3011	28.9936898041
CP003716.1	Zymomonas  mobilis  subsp.  mobilis  str.  CP4  =  NRRL  B-14023  plasmid  pZM1402301  complete  sequence	33915	42.2703818369
CP003717.1	Zymomonas  mobilis  subsp.  mobilis  str.  CP4  =  NRRL  B-14023  plasmid  pZM1402302  complete  sequence	30952	43.6773067976
CP003718.1	Zymomonas  mobilis  subsp.  mobilis  str.  CP4  =  NRRL  B-14023  plasmid  pZM1402303  complete  sequence	37058	42.3741162502
CP003719.1	Zymomonas  mobilis  subsp.  mobilis  str.  CP4  =  NRRL  B-14023  plasmid  pZM1402304  complete  sequence	32801	43.3035578184
CP009877.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  KPNIH31  plasmid  pAAC154-a9e  complete  sequence	15100	53.5364238411
CP009878.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  KPNIH31  plasmid  pKPN-852  complete  sequence	51622	53.4907597536
CP009879.1	Klebsiella  pneumoniae  subsp.  pneumoniae  strain  KPNIH31  plasmid  pKPN-c22  complete  sequence	178563	51.5185116738
CP013273.1	Bacillus  thuringiensis  strain  CTC  plasmid  complete  sequence	25529	34.8897332445
CP000935.1	Lactobacillus  casei  str.  Zhang  plasmid  plca36  complete  sequence	36487	40.1485460575
CP020416.1	Neisseria  gonorrhoeae  strain  FDAARGOS_205  plasmid  unnamed1  complete  sequence	39052	48.6710027655
CP020417.1	Neisseria  gonorrhoeae  strain  FDAARGOS_205  plasmid  unnamed2  complete  sequence	7450	38.3355704698
CP006750.1	Yersinia  pestis  3770  plasmid  pCD1  complete  sequence	71523	44.8848622122
CP006749.1	Yersinia  pestis  3770  plasmid  pMT1  complete  sequence	140938	51.9866891825
CP000160.1	Salinibacter  ruber  DSM  13855  plasmid  pSR35  complete  genome	35505	57.9411350514
CP019723.1	Lactobacillus  plantarum  strain  CLP0611  plasmid  pUnnamed  complete  sequence	33032	39.249818358
CP018460.1	Klebsiella  pneumoniae  strain  Kp_Goe_39795  plasmid  pKp_Goe_795-1  complete  sequence	232181	50.6281737093
CP018461.1	Klebsiella  pneumoniae  strain  Kp_Goe_39795  plasmid  pKp_Goe_795-2  complete  sequence	63593	51.2241913418
CP018462.1	Klebsiella  pneumoniae  strain  Kp_Goe_39795  plasmid  pKp_Goe_795-3  complete  sequence	32942	54.9238054763
CP018459.1	Klebsiella  pneumoniae  strain  Kp_Goe_39795  plasmid  pKp_Goe_795-4  complete  sequence	16971	50.3447056744
CP015323.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH1  complete  sequence	95077	35.2314439875
CP015324.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH2  complete  sequence	58079	34.6149210558
CP015325.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH3  complete  sequence	84656	35.4517104517
CP015326.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH4  complete  sequence	69170	35.1973398872
CP015327.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH5  complete  sequence	56750	35.1083700441
CP015328.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH6  complete  sequence	69165	33.2783922504
CP015329.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH7  complete  sequence	10461	35.4555013861
CP015330.1	Bacillus  endophyticus  strain  Hbe603  plasmid  pBEH8  complete  sequence	5053	33.8214921829
CP019013.1	Escherichia  coli  strain  Ecol_AZ162  plasmid  pECAZ162_2  complete  sequence	109057	46.5187929248
CP019014.1	Escherichia  coli  strain  Ecol_AZ162  plasmid  pECAZ162_KPC  complete  sequence	142829	53.4268250845
CP014271.1	Escherichia  coli  K-12  strain  DHB4  plasmid  F128-(DHB4)  complete  sequence	232954	50.4249766048
CP012499.1	Escherichia  coli  strain  GB089  plasmid  pCFSAN004181P  complete  sequence	223952	46.260805887
CP002601.1	Burkholderia  gladioli  BSR3  plasmid  bgla_1p  complete  sequence	276215	63.2822258024
CP002602.1	Burkholderia  gladioli  BSR3  plasmid  bgla_2p  complete  sequence	129399	62.8235148649
CP002603.1	Burkholderia  gladioli  BSR3  plasmid  bgla_3p  complete  sequence	128650	59.6074621065
CP002604.1	Burkholderia  gladioli  BSR3  plasmid  bgla_4p  complete  sequence	403586	62.3715887072
CP020934.1	Escherichia  coli  strain  HB-Coli0  plasmid  unnamed1  complete  sequence	151137	51.1390327981
CP020936.1	Escherichia  coli  strain  HB-Coli0  plasmid  unnamed3  complete  sequence	64749	47.9435975845
CP003086.1	Pantoea  ananatis  PA13  plasmid  PAGR_p  complete  sequence	280753	52.2509109431
CP001028.1	Burkholderia  ambifaria  MC40-6  plasmid  pBMC401  complete  sequence	301592	61.188625693
CP003739.1	Pseudomonas  putida  HB3267  plasmid  pPC9  complete  sequence	80360	60.0323544052
CP009011.1	Xanthomonas  citri  subsp.  citri  strain  jx4  plasmid  pXAC33  complete  sequence	33695	61.8786170055
CP009012.1	Xanthomonas  citri  subsp.  citri  strain  jx4  plasmid  pXAC64  complete  sequence	64912	61.3892654671
CP012683.1	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  strain  33676  plasmid  p33673_IncF  complete  sequence	112639	50.4407887144
CP012684.1	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  strain  33676  plasmid  p33676_4.5  complete  sequence	4512	50.2437943262
CP012682.1	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  strain  33676  plasmid  p33676_IncA/C  complete  sequence	161461	52.6535819795
CP001745.1	Planctomyces  limnophilus  DSM  3776  plasmid  pPLIM01  complete  sequence	37010	57.0305322886
CP020605.1	Lactococcus  lactis  subsp.  lactis  bv.  diacetylactis  strain  FM03  plasmid  pLd1  complete  sequence	8277	34.8193790021
CP020606.1	Lactococcus  lactis  subsp.  lactis  bv.  diacetylactis  strain  FM03  plasmid  pLd2  complete  sequence	15218	34.0846366145
CP020607.1	Lactococcus  lactis  subsp.  lactis  bv.  diacetylactis  strain  FM03  plasmid  pLd3  complete  sequence	4242	35.6199905705
CP020608.1	Lactococcus  lactis  subsp.  lactis  bv.  diacetylactis  strain  FM03  plasmid  pLd4  complete  sequence	12005	33.5110370679
CP020609.1	Lactococcus  lactis  subsp.  lactis  bv.  diacetylactis  strain  FM03  plasmid  pLd5  complete  sequence	7521	33.5726632097
CP020610.1	Lactococcus  lactis  subsp.  lactis  bv.  diacetylactis  strain  FM03  plasmid  pLd6  complete  sequence	3363	33.7496283081
CP020611.1	Lactococcus  lactis  subsp.  lactis  bv.  diacetylactis  strain  FM03  plasmid  pLd7  complete  sequence	30274	35.1720948669
CP021488.1	Pediococcus  acidilactici  strain  SRCM100313  plasmid  pPl313-1  complete  sequence	73961	40.0237963251
CP017451.1	Klebsiella  sp.  LTGPAF-6F  plasmid  unnamed1  complete  sequence	526446	49.0466258648
CP017452.1	Klebsiella  sp.  LTGPAF-6F  plasmid  unnamed2  complete  sequence	89552	51.3154368412
CP016008.1	Escherichia  coli  strain  NGF1  plasmid  pNGF1_pCROD2_like  complete  sequence	40158	41.187310125
CP016009.1	Escherichia  coli  strain  NGF1  plasmid  pNGF1_pCol_let_like  complete  sequence	8556	47.4637681159
CP000126.1	Nitrosococcus  oceani  ATCC  19707  plasmid  A  complete  sequence	40420	52.4344383968
CP018817.1	Klebsiella  pneumoniae  strain  AR_0049  plasmid  unitig_1  complete  sequence	140825	51.9225989704
CP018818.1	Klebsiella  pneumoniae  strain  AR_0049  plasmid  unitig_2  complete  sequence	117755	51.2054689822
CP018819.1	Klebsiella  pneumoniae  strain  AR_0049  plasmid  unitig_3  complete  sequence	85161	52.7354070525
FN357112.1	Lactobacillus  johnsonii  FI9785  plasmid  p9785L  complete  sequence	25652	30.375799158
AY862141.1	Lactobacillus  johnsonii  FI9785  plasmid  p9785S  complete  sequence	3471	35.8110054739
GQ866234.1	Aggregatibacter  actinomycetemcomitans  strain  D11S-1  plasmid  S25  complete  sequence	31045	33.2903849251
GQ866235.1	Aggregatibacter  actinomycetemcomitans  strain  D11S-1  plasmid  S57  complete  sequence	23886	38.3530101315
CP016407.1	Salmonella  enterica  subsp.  enterica  serovar  Infantis  strain  FSIS1502169  plasmid  pFSIS1502169  complete  sequence	323122	50.414394563
CP006927.1	Klebsiella  pneumoniae  30660/NJST258_1  plasmid  pNJST258N1  complete  sequence	142788	51.7760596129
CP006926.1	Klebsiella  pneumoniae  30660/NJST258_1  plasmid  pNJST258N2  complete  sequence	73636	53.9369330219
CP006925.1	Klebsiella  pneumoniae  30660/NJST258_1  plasmid  pNJST258N3  complete  sequence	36109	51.8014899333
CP006928.1	Klebsiella  pneumoniae  30660/NJST258_1  plasmid  pNJST258N4  complete  sequence	14249	53.3440943224
CP006924.1	Klebsiella  pneumoniae  30660/NJST258_1  plasmid  pNJST258N5  complete  sequence	10925	49.2173913043
CP010837.1	Sphingomonas  hengshuiensis  strain  WHSC-8  plasmid  complete  sequence	36853	62.6027731799
CP017653.1	Acinetobacter  baumannii  strain  KAB06  plasmid  complete  sequence	70884	33.4871056938
CP018702.1	Klebsiella  pneumoniae  strain  Kp_Goe_827024  plasmid  pKp_Goe_024-1  complete  sequence	246753	45.1175872229
CP018704.1	Klebsiella  pneumoniae  strain  Kp_Goe_827024  plasmid  pKp_Goe_024-2  complete  sequence	96073	53.1397999438
CP018706.1	Klebsiella  pneumoniae  strain  Kp_Goe_827024  plasmid  pKp_Goe_024-3  complete  sequence	63588	51.2250739133
CP018705.1	Klebsiella  pneumoniae  strain  Kp_Goe_827024  plasmid  pKp_Goe_024-4  complete  sequence	61010	51.3555154893
CP018703.1	Klebsiella  pneumoniae  strain  Kp_Goe_827024  plasmid  pKp_Goe_024-5  complete  sequence	66149	52.7264206564
CP017058.1	Citrobacter  freundii  strain  SL151  plasmid  unnamed1  complete  sequence	229406	54.5787817232
CP017059.1	Citrobacter  freundii  strain  SL151  plasmid  unnamed2  complete  sequence	171233	53.7098573289
CP020836.1	Escherichia  coli  strain  CFSAN051542  plasmid  pCFSAN051542  complete  sequence	37362	44.5613189872
AP014801.1	Rhodovulum  sulfidophilum  plasmid  Plasmid1  DNA  complete  genome  strain:  DSM  2351	111306	68.9756167682
AP014802.1	Rhodovulum  sulfidophilum  plasmid  Plasmid2  DNA  complete  genome  strain:  DSM  2351	106137	68.1251589926
AP014803.1	Rhodovulum  sulfidophilum  plasmid  Plasmid3  DNA  complete  genome  strain:  DSM  2351	60897	67.3547136969
CP019215.1	Escherichia  coli  strain  WCHEC1613  plasmid  pI1_WCHEC1613  complete  sequence	84697	50.0230232476
CP019214.1	Escherichia  coli  strain  WCHEC1613  plasmid  pMCR_WCHEC1613  complete  sequence	289255	46.6692019153
CP019216.1	Escherichia  coli  strain  WCHEC1613  plasmid  pP_WCHEC1613  complete  sequence	78443	49.2319263669
CP014305.2	Klebsiella  pneumoniae  strain  KpN06  plasmid  pKpN06-COL  complete  sequence	3223	56.2829661806
CP012993.2	Klebsiella  pneumoniae  strain  KpN06  plasmid  pKpN06-CTX  complete  sequence	190072	51.7377625321
CP012994.1	Klebsiella  pneumoniae  strain  KpN06  plasmid  pKpN06-SIL  complete  sequence	107110	52.1314536458
CP012995.1	Klebsiella  pneumoniae  strain  KpN06  plasmid  pKpN06-NDM7  complete  sequence	41072	45.1986754967
CP000256.1	Staphylococcus  aureus  subsp.  aureus  USA300_FPR3757  plasmid  pUSA01  complete  sequence	3125	28.736
CP000257.1	Staphylococcus  aureus  subsp.  aureus  USA300_FPR3757  plasmid  pUSA02  complete  sequence	4439	30.0067582789
CP000258.1	Staphylococcus  aureus  subsp.  aureus  USA300_FPR3757  plasmid  pUSA03  complete  sequence	37136	28.6676001723
CP001799.1	Nitrosococcus  halophilus  Nc4  plasmid  pNHAL01  complete  sequence	65833	52.9612808166
CP014772.1	Mucilaginibacter  sp.  PAMC  26640  plasmid  unnamed  complete  sequence	6647	55.032345419
CP006472.1	Synechococcus  sp.  UTEX  2973  plasmid  complete  sequence	46366	52.8878919898
CP006473.1	Synechococcus  sp.  UTEX  2973  plasmid  complete  sequence	7842	59.4746238205
CP006757.1	Yersinia  pestis  1522  plasmid  pCD  complete  sequence	71507	44.8907100004
CP006756.1	Yersinia  pestis  1522  plasmid  pMT  complete  sequence	137012	52.0063936006
CP001038.1	Nostoc  punctiforme  PCC  73102  plasmid  pNPUN01  complete  sequence	354564	40.512291152
CP001039.1	Nostoc  punctiforme  PCC  73102  plasmid  pNPUN02  complete  sequence	254918	40.6546418848
